,ID,Class,mf0,mf1,mf2,mf3,mf4,mf5,mf6,mf7,mf8,mf9,mf10,mf11,mf12
306,3-95697-A-5,cat,-537.81433,14.004338,-16.073303,1.4631048,-2.694644,1.3773193,-3.6123943,0.78815925,-2.6428862,-1.4569325,-3.0347323,-0.4008604,-1.0221515
307,5-169983-A-5,cat,-308.1685,117.04865,25.166307,26.444605,11.702114,26.455404,10.365776,9.803847,-0.9366309,8.877056,3.2015426,8.83822,2.2928846
308,3-146965-A-5,cat,-479.8252,136.77742,25.697996,-4.440951,-31.30334,2.7902324,-2.4784153,6.61073,-6.321036,4.884718,-10.699308,-2.3586066,0.6218602
309,1-56380-A-5,cat,-408.0012,19.71976,-35.64018,14.0062275,-7.3503966,15.785923,-3.273247,-0.18136871,-10.764368,0.8473671,2.4356613,-6.917031,7.7003665
310,4-133047-B-5,cat,-304.57886,87.93156,-23.40965,11.756842,19.262865,4.365384,7.9989805,16.391752,9.562614,5.2552156,0.68493146,5.655662,3.6838055
311,4-149940-A-5,cat,-378.1562,130.63564,16.011436,-3.4817874,-1.1126211,19.5038,10.508268,5.9730496,-10.7559185,-0.8492524,2.2840075,5.703027,14.70544
312,1-47819-A-5,cat,-433.8342,73.65022,-1.8852118,23.184475,4.1514287,11.718978,1.4595854,3.8770936,-4.319512,0.61270076,-2.6578085,7.643821,-1.7218324
313,4-149940-B-5,cat,-430.17688,86.22498,13.762652,13.583103,17.342337,18.476809,10.034321,18.7156,2.704005,9.741979,6.090329,14.616329,12.605975
314,3-146972-A-5,cat,-328.65024,107.82488,-20.228455,-0.5344595,-18.196768,7.1649714,8.164478,3.6583624,-17.239548,15.979262,-0.7631669,-0.9972766,2.2074711
315,5-256452-A-5,cat,-445.9207,21.539284,-4.9798493,6.5770516,-2.674798,3.2492619,1.5676011,-1.0204524,-1.0185683,-1.7096467,2.2530658,1.481616,5.4663043
316,5-172299-A-5,cat,-285.22308,52.700512,-54.07059,0.5227517,26.097944,8.079873,-5.6049805,17.04177,3.7583432,-6.8706403,-7.6167855,-6.0216002,-0.40053385
317,5-259169-A-5,cat,-423.37555,14.453434,-3.161644,0.12819196,0.14687675,1.118994,-1.9654192,0.31607193,-1.3359011,0.79645616,0.9971187,-1.0031372,-2.542548
318,4-120160-A-5,cat,-347.51587,-2.1359391,-28.119213,4.891968,-5.810381,4.119187,-9.574075,0.34680456,1.3644967,3.8921251,-2.4100769,-1.3252536,-0.32154062
319,1-79113-A-5,cat,-488.1654,43.961567,26.379423,32.052956,-3.5692708,24.677193,11.815403,14.398207,7.2014046,3.0191393,8.208276,10.471287,5.3193045
